number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
600,e7636822-bfff-4640-a2d7-753d378e4ed7,community_04,Joseph,Ogunleye,male,1971-09-24,50376188914,08049599373,https://www.commcarehq.org/photos/farmer_600.jpg,6,mixed_farming,25,owned,3,other,Spring Water,groundnuts rice,1.5,---,0.9,rabbits,---,11,10.3668723 7.3536764 0.0 20.0,yes,c7d48f05-a292-4c4a-8bbe-6560d10230a5,2026-01-26 00:05:00,2026-01-26,tester,2026-01-26 00:05:15,https://www.commcarehq.org/form/e7636822-bfff-4640-a2d7-753d378e4ed7,tester
601,bc943ba5-81c3-44b1-afe6-c37cfe3bbebb,community_03,Ibrahim,Balogun,male,1982-01-24,82700005391,08093734092,https://www.commcarehq.org/photos/farmer_601.jpg,12,mixed_farming,11,owned,2,river_stream,---,rice groundnuts,1.4,---,2.0,goats rabbits,12,13,10.5567096 7.5446299 0.0 20.0,yes,c2097072-435f-487c-a2a0-753546374ecc,2026-05-12 00:06:00,2026-05-12,tester,2026-05-12 00:06:20,https://www.commcarehq.org/form/bc943ba5-81c3-44b1-afe6-c37cfe3bbebb,tester
602,7292c3e9-8379-4b4f-acc9-9e4b7f4f4ec0,community_07,Amina,Peter,female,1972-10-17,11828799704,08052340002,https://www.commcarehq.org/photos/farmer_602.jpg,2,crop_farming,14,owned,4,borehole,---,rice groundnuts,1.9,---,3.1,goats,21,---,10.3111908 7.2276653 0.0 20.0,yes,62b83883-41e8-40fd-a13f-a6a23ee0dcd4,2026-05-29 00:02:00,2026-05-29,tester,2026-05-29 00:02:18,https://www.commcarehq.org/form/7292c3e9-8379-4b4f-acc9-9e4b7f4f4ec0,tester
603,6f59e710-ec2a-4f07-ac80-9ac25147952b,community_05,joy,eze,male,1976-11-06,54121065086,08095136529,https://www.commcarehq.org/photos/farmer_603.jpg,6,crop_farming,32,owned,3,rain-fed,---,maize groundnuts,1.9,4.6,---,---,---,---,10.4511749 7.4194027 0.0 20.0,yes,fa57e916-c38c-45f6-9509-812d7994b26a,2026-04-21 00:02:00,2026-04-21,tester,2026-04-21 00:02:10,https://www.commcarehq.org/form/6f59e710-ec2a-4f07-ac80-9ac25147952b,tester
604,188ece85-609d-4c28-b810-8f48c0229c16,community_05,James,Mohammed,male,1976-03-16,,08035915684,https://www.commcarehq.org/photos/farmer_604.jpg,5,mixed_farming,29,family_land,2,rain-fed,---,rice maize,---,6.2,0.9,goats,18,---,10.4951256 7.5973719 0.0 20.0,yes,ab6a305e-265d-4beb-9459-2416e215f7f3,2026-02-10 00:03:00,2026-02-10,tester,2026-02-10 00:03:05,https://www.commcarehq.org/form/188ece85-609d-4c28-b810-8f48c0229c16,tester
605,f4f4650d-2e32-4238-9dea-8535b82e84df,community_04,Emmanuel,Balogun,male,1977-12-23,,08082516294,https://www.commcarehq.org/photos/farmer_605.jpg,8,crop_farming,20,family_land,1,river_stream,---,rice groundnuts,0.7,---,3.9,goats,2,---,10.2727173 7.4361422 0.0 20.0,yes,4dbe90cc-1f80-4319-8caa-fe2a1ec84330,2026-06-14 00:07:00,2026-06-14,tester,2026-06-14 00:07:07,https://www.commcarehq.org/form/f4f4650d-2e32-4238-9dea-8535b82e84df,tester
606,6875b112-c1f5-47ac-b16d-ba03e97e106b,community_03,Paul,Yakubu,female,1974-11-17,49297152755,08078885458,https://www.commcarehq.org/photos/farmer_606.jpg,6,crop_farming,10,owned,6,rain-fed,---,groundnuts rice maize,1.1,4.6,2.5,goats,15,---,10.3090931 7.5197813 0.0 20.0,yes,1697df0b-91c0-4b99-8870-30eaa0f812f2,2026-06-13 00:05:00,2026-06-13,tester,2026-06-13 00:05:06,https://www.commcarehq.org/form/6875b112-c1f5-47ac-b16d-ba03e97e106b,tester
607,331092a2-e072-4cad-8760-46977f9ff99b,community_05,Mercy,Mohammed,female,1955-07-24,67746565558,08043508856,https://www.commcarehq.org/photos/farmer_607.jpg,6,crop_farming,38,owned,2,rain-fed,---,maize rice,---,1.5,3.4,goats,10,---,10.3773175 7.2821452 0.0 20.0,yes,1192db62-e94b-4772-a7a3-7407a53b1625,2026-02-09 00:02:00,2026-02-09,tester,2026-02-09 00:02:20,https://www.commcarehq.org/form/331092a2-e072-4cad-8760-46977f9ff99b,tester
608,5390697b-dcce-4848-a59b-c5cb6434477a,community_03,Sarah,Garba,female,1984-05-14,,08076630851,https://www.commcarehq.org/photos/farmer_608.jpg,7,mixed_farming,21,family_land,1,rain-fed,---,rice,---,---,3.4,goats,14,---,10.50417 7.5862896 0.0 20.0,yes,146564c9-f614-4b5c-8f68-10edae16d923,2026-01-31 00:02:00,2026-01-31,tester,2026-01-31 00:02:19,https://www.commcarehq.org/form/5390697b-dcce-4848-a59b-c5cb6434477a,tester
609,7596faab-d149-415d-9a3c-e4b0424cf628,community_04,Peter,Ibrahim,female,1983-12-26,43902176508,08029594399,https://www.commcarehq.org/photos/farmer_609.jpg,12,crop_farming,17,family_land,3,river_stream,---,maize,---,2.6,---,goats,17,---,10.495894 7.5063769 0.0 20.0,yes,11268502-8ec8-440f-bccc-3cbaa415a2fe,2026-06-18 00:03:00,2026-06-18,tester,2026-06-18 00:03:08,https://www.commcarehq.org/form/7596faab-d149-415d-9a3c-e4b0424cf628,tester
610,cf7548f2-40ed-45aa-85da-0e0d780c0499,community_02,Ibrahim,Ojo,male,1970-12-02,,08001046822,https://www.commcarehq.org/photos/farmer_610.jpg,5,livestock_farming,35,owned,1,rain-fed,---,groundnuts rice,2.4,---,3.8,---,---,---,10.6109519 10.9555071 0.0 20.0,yes,282fc229-fddd-4c93-beaf-c97bff6444b2,2026-04-24 00:02:00,2026-04-24,tester,2026-04-24 00:02:15,https://www.commcarehq.org/form/cf7548f2-40ed-45aa-85da-0e0d780c0499,tester
611,b6fccea8-a5ef-4dd7-9227-ea566ac840c8,community_05,Joseph,Haruna,female,1985-06-22,73877809514,08065816372,https://www.commcarehq.org/photos/farmer_611.jpg,6,livestock_farming,19,family_land,1,other,Community Well,maize rice groundnuts,0.7,1.8,1.0,goats,8,---,10.4024128 7.283325 0.0 20.0,yes,de1c3b6b-7bd0-4b4c-a35c-bad3d262862d,2026-05-30 00:05:00,2026-05-30,tester,2026-05-30 00:05:16,https://www.commcarehq.org/form/b6fccea8-a5ef-4dd7-9227-ea566ac840c8,tester
612,a61d87ba-9d71-43f2-b266-361d2416af07,community_03,Elizabeth,Isa,female,1983-08-07,79168131535,08035771833,https://www.commcarehq.org/photos/farmer_612.jpg,8,livestock_farming,8,owned,6,rain-fed,---,maize rice groundnuts,2.0,5.3,0.6,---,---,---,10.3166548 7.3537203 0.0 20.0,yes,83070353-2353-4bc1-9315-e1c637b28bac,2026-03-07 00:05:00,2026-03-07,tester,2026-03-07 00:05:10,https://www.commcarehq.org/form/a61d87ba-9d71-43f2-b266-361d2416af07,tester
613,b6ddba0d-3f44-47b6-ae69-7349c04c9be0,community_05,Daniel,Balogun,female,1991-08-12,77117933064,08029910001,https://www.commcarehq.org/photos/farmer_613.jpg,1,mixed_farming,10,leased,1,borehole,---,rice maize,---,2.8,3.6,---,---,---,10.4249811 7.4775979 0.0 20.0,yes,d23df866-72e4-42b1-8bf7-33695afa8c3e,2026-03-15 00:02:00,2026-03-15,tester,2026-03-15 00:02:09,https://www.commcarehq.org/form/b6ddba0d-3f44-47b6-ae69-7349c04c9be0,tester
614,324f6e67-c22d-4d0c-a37f-1ae9b1eb519c,community_04,Suleiman,Tanko,male,1993-03-28,,08001969756,https://www.commcarehq.org/photos/farmer_614.jpg,6,mixed_farming,4,owned,2,rain-fed,---,maize rice,---,3.1,0.8,goats,12,---,10.5661082 7.3111539 0.0 20.0,yes,74f47db8-853d-413e-9ee5-a2cfe478b8cd,2026-01-09 00:03:00,2026-01-09,tester,2026-01-09 00:03:09,https://www.commcarehq.org/form/324f6e67-c22d-4d0c-a37f-1ae9b1eb519c,tester
615,bec844a1-5caf-4689-a4f8-9c04733e1818,community_01,Yusuf,Garba,male,1986-06-04,,08024424370,https://www.commcarehq.org/photos/farmer_615.jpg,6,mixed_farming,9,family_land,1,rain-fed,---,groundnuts,1.1,---,---,rabbits,---,21,10.5405865 7.5631863 0.0 20.0,yes,37f94e0b-4185-4bb8-971f-edb64be8b7ec,2026-03-20 00:03:00,2026-03-20,tester,2026-03-20 00:03:17,https://www.commcarehq.org/form/bec844a1-5caf-4689-a4f8-9c04733e1818,tester
616,feaa3885-515b-4c9c-9f9b-3594a551993d,community_06,Mary,Sani,male,1983-12-30,89747284809,08073936351,https://www.commcarehq.org/photos/farmer_616.jpg,4,livestock_farming,9,family_land,2,rain-fed,---,maize groundnuts rice,2.4,2.5,0.7,---,---,---,10.5747165 7.5874175 0.0 20.0,yes,c42a2c1f-4a70-4f04-a581-14dd4c8d0f8a,2026-06-24 00:04:00,2026-06-24,tester,2026-06-24 00:04:17,https://www.commcarehq.org/form/feaa3885-515b-4c9c-9f9b-3594a551993d,tester
617,415b95db-84c9-4064-8c7c-912df76e7a9d,community_03,Rebecca,Sani,female,1996-02-06,19592487992,08023370628,https://www.commcarehq.org/photos/farmer_617.jpg,4,mixed_farming,10,owned,3,river_stream,---,groundnuts,0.8,---,---,---,---,---,10.4332652 7.314166 0.0 20.0,yes,cc43ae90-8e21-4a8a-aa30-71b2c9120b39,2026-06-16 00:05:00,2026-06-16,tester,2026-06-16 00:05:18,https://www.commcarehq.org/form/415b95db-84c9-4064-8c7c-912df76e7a9d,tester
618,d2d50941-9124-4a16-aef0-7c1956fb5156,community_01,John,Musa,female,1968-06-19,76726240618,+2348090200024,https://www.commcarehq.org/photos/farmer_618.jpg,6,mixed_farming,32,family_land,1,rain-fed,---,rice maize groundnuts,1.6,1.3,3.2,---,---,---,10.4191664 7.535141 0.0 20.0,yes,2c8aa561-6e59-42ab-88b4-d75a66c47346,2026-04-20 00:08:00,2026-04-20,tester,2026-04-20 00:08:11,https://www.commcarehq.org/form/d2d50941-9124-4a16-aef0-7c1956fb5156,tester
619,a1b8b803-2a29-434e-84a8-2fb6804c240f,community_02,Paul,Balogun,male,1960-07-21,,08000109436,https://www.commcarehq.org/photos/farmer_619.jpg,11,livestock_farming,9,owned,5,borehole,---,maize,---,3.0,---,goats rabbits,12,22,10.4954141 7.4265559 0.0 20.0,no,9b2b6bad-4b28-4c7e-a36b-c435575065dc,2026-04-13 00:05:00,2026-04-13,tester,2026-04-13 00:05:12,https://www.commcarehq.org/form/a1b8b803-2a29-434e-84a8-2fb6804c240f,tester
620,1aa5aceb-1b01-47a2-bde3-bcff34f97c3c,community_02,Suleiman,Yakubu,male,2006-02-14,57206903812,08029160360,https://www.commcarehq.org/photos/farmer_620.jpg,8,livestock_farming,1,family_land,2,rain-fed,---,groundnuts rice maize,2.1,2.7,2.3,rabbits,---,15,10.2633295 7.493175 0.0 20.0,yes,a428e17b-3dd3-406b-8638-199324388313,2026-04-16 00:07:00,2026-04-16,tester,2026-04-16 00:07:14,https://www.commcarehq.org/form/1aa5aceb-1b01-47a2-bde3-bcff34f97c3c,tester
621,9da03b0f-813a-4899-ac13-8da8a4620a3a,community_02,John,Ahmed,male,1991-09-01,13406129334,08015411089,https://www.commcarehq.org/photos/farmer_621.jpg,4,mixed_farming,8,owned,3,rain-fed,---,rice,---,---,2.2,goats,14,---,10.2368461 7.4753431 0.0 20.0,yes,bed503a9-5de4-47d1-8d28-a3ac93afcfc2,2026-04-14 00:04:00,2026-04-14,tester,2026-04-14 00:04:15,https://www.commcarehq.org/form/9da03b0f-813a-4899-ac13-8da8a4620a3a,tester
622,9fdfdf76-a0fe-46c6-8e8a-3b4ee38f3ff5,community_04,Fatima,Mohammed,male,1961-01-09,,08085643273,https://www.commcarehq.org/photos/farmer_622.jpg,4,crop_farming,19,leased,2,rain-fed,---,maize groundnuts rice,1.0,4.0,2.9,rabbits,---,38,10.4205777 7.3356336 0.0 20.0,yes,b472799e-da34-4b5f-bfb8-59544e54ed24,2026-03-16 00:03:00,2026-03-16,tester,2026-03-16 00:03:17,https://www.commcarehq.org/form/9fdfdf76-a0fe-46c6-8e8a-3b4ee38f3ff5,tester
623,fb5136b8-2d42-4011-928e-562be5332717,community_04,Blessing,Peter,male,1995-04-20,99607669169,08064169326,https://www.commcarehq.org/photos/farmer_623.jpg,6,crop_farming,11,owned,2,rain-fed,---,groundnuts maize rice,2.0,1.9,2.6,---,---,---,10.4629092 7.3661122 0.0 20.0,yes,5ad1f130-1441-4821-a58f-e07760f63696,2026-02-27 00:07:00,2026-02-27,tester,2026-02-27 00:07:07,https://www.commcarehq.org/form/fb5136b8-2d42-4011-928e-562be5332717,tester
624,441a64b4-5d47-4015-b2fb-891e5d084f2b,community_01,Naomi,Abdullahi,male,1989-05-26,74523815205,08084341800,https://www.commcarehq.org/photos/farmer_624.jpg,7,livestock_farming,1,owned,1,rain-fed,---,groundnuts,0.8,---,---,goats,11,---,10.2785837 7.5072855 0.0 20.0,yes,6aaa7bb7-e225-436f-bb2c-8610aebd6afb,2026-04-24 00:05:00,2026-04-24,tester,2026-04-24 00:05:10,https://www.commcarehq.org/form/441a64b4-5d47-4015-b2fb-891e5d084f2b,tester
625,d766a9e9-1c7b-4655-8054-ee6a75073619,community_02,James,Haruna,male,1983-12-26,,08027285475,https://www.commcarehq.org/photos/farmer_625.jpg,7,crop_farming,19,owned,6,rain-fed,---,maize rice groundnuts,1.9,1.0,1.9,rabbits,---,37,10.2896786 7.3314546 0.0 20.0,yes,d917dd8a-1fbf-4fae-b203-44948ab7d50c,2026-01-09 00:02:00,2026-01-09,tester,2026-01-09 00:02:17,https://www.commcarehq.org/form/d766a9e9-1c7b-4655-8054-ee6a75073619,tester
626,bb2c40ac-2575-4f01-9703-7c917573c1c0,community_01,Daniel,Abdullahi,female,2002-03-03,16807957738,08070222468,https://www.commcarehq.org/photos/farmer_626.jpg,8,crop_farming,1,owned,3,borehole,---,rice,---,---,0.7,goats,15,---,10.286604 7.2295654 0.0 20.0,yes,28955079-8dfe-439f-a1d7-1cc0e2558829,2026-05-20 00:02:00,2026-05-20,tester,2026-05-20 00:02:08,https://www.commcarehq.org/form/bb2c40ac-2575-4f01-9703-7c917573c1c0,tester
627,34a31526-6d53-45cc-bdbd-39416dd41cdf,community_03,Musa,Okafor,female,1985-06-29,97237445223,08081915889,https://www.commcarehq.org/photos/farmer_627.jpg,6,mixed_farming,3,leased,5,rain-fed,---,maize,---,3.5,---,---,---,---,10.4214069 7.5552621 0.0 20.0,yes,a759ca34-a9fb-4e1b-9b15-f82545bc42d3,2026-02-23 00:04:00,2026-02-23,tester,2026-02-23 00:04:11,https://www.commcarehq.org/form/34a31526-6d53-45cc-bdbd-39416dd41cdf,tester
628,40d933a6-6143-4cf2-aba7-7a7801e7d2d9,community_01,Grace,Ogunleye,male,1962-11-11,,08090930707,https://www.commcarehq.org/photos/farmer_628.jpg,3,livestock_farming,46,owned,3,river_stream,---,groundnuts,1.3,---,---,---,---,---,10.2646288 7.573141 0.0 20.0,yes,6073bdb6-a152-4a75-ace3-d1c4d35c4683,2026-06-17 00:02:00,2026-06-17,tester,2026-06-17 00:02:14,https://www.commcarehq.org/form/40d933a6-6143-4cf2-aba7-7a7801e7d2d9,tester
629,e70b201a-099e-4b23-9ea6-eeef12ccfbda,community_01,Sarah,Haruna,male,1972-02-03,21584387450,8076945424,https://www.commcarehq.org/photos/farmer_629.jpg,12,crop_farming,8,family_land,6,other,Rainwater Harvesting,rice,---,---,1.0,goats rabbits,3,17,10.2329605 7.3342062 0.0 20.0,yes,b722d385-3cc9-4226-a95e-1cd6868d9fda,2026-04-16 00:06:00,2026-04-16,tester,2026-04-16 00:06:18,https://www.commcarehq.org/form/e70b201a-099e-4b23-9ea6-eeef12ccfbda,tester
630,214a3609-d891-4e72-aff5-8ca3ca4b7c0d,community_07,Rebecca,David,male,1981-01-21,32862862438,08074301348,https://www.commcarehq.org/photos/farmer_630.jpg,8,mixed_farming,9,owned,2,rain-fed,---,rice groundnuts maize,0.6,1.1,4.0,---,---,---,10.3805671 7.575632 0.0 20.0,yes,5ae17bbc-385b-4c13-868c-96435f88e105,2026-02-23 00:04:00,2026-02-23,tester,2026-02-23 00:04:16,https://www.commcarehq.org/form/214a3609-d891-4e72-aff5-8ca3ca4b7c0d,tester
631,ca8b9886-6595-40f4-bd8b-69c67cf58540,community_06,musa,michael,male,1951-08-28,,08043164030,https://www.commcarehq.org/photos/farmer_631.jpg,11,crop_farming,15,owned,2,dam_reservoir,---,groundnuts maize,0.6,4.7,---,goats,5,---,10.2013722 7.4552686 0.0 20.0,yes,e145af10-aaea-4b69-9eae-d887b5a8e959,2026-04-15 00:06:00,2026-04-15,tester,2026-04-15 00:06:06,https://www.commcarehq.org/form/ca8b9886-6595-40f4-bd8b-69c67cf58540,tester
632,813f6b3f-cdf0-4563-8e88-ad2464a27ef0,community_05,Paul,Lawal,male,2006-07-03,36493508045,08051371251,https://www.commcarehq.org/photos/farmer_632.jpg,11,crop_farming,1,owned,2,rain-fed,---,groundnuts rice,1.2,---,0.6,---,---,---,10.4421358 7.2463288 0.0 20.0,yes,28f7d234-5f56-4188-925c-3a00879b3931,2026-01-27 00:07:00,2026-01-27,tester,2026-01-27 00:07:08,https://www.commcarehq.org/form/813f6b3f-cdf0-4563-8e88-ad2464a27ef0,tester
633,c3ba314c-1f46-45a9-968e-fcc172f3d6bb,community_07,Daniel,Adeyemi,male,1971-04-07,32100264909,08075187417,https://www.commcarehq.org/photos/farmer_633.jpg,8,livestock_farming,30,owned,6,rain-fed,---,groundnuts,2.7,---,---,goats,11,---,10.484918 7.3317713 0.0 20.0,yes,4869c4cf-e579-4122-a062-bebb0071afc1,2026-06-06 00:04:00,2026-06-06,tester,2026-06-06 00:04:09,https://www.commcarehq.org/form/c3ba314c-1f46-45a9-968e-fcc172f3d6bb,tester
634,0e68ee7c-300a-4c82-a2f8-59c73f5ffee8,community_06,Esther,Lawal,female,1958-02-21,50605188850,08076516692,https://www.commcarehq.org/photos/farmer_634.jpg,6,livestock_farming,36,family_land,1,rain-fed,---,rice groundnuts maize,0.7,5.4,2.7,---,---,---,10.5724652 7.5615438 0.0 20.0,yes,7abbf04a-95a4-4085-be2b-8afe3f0a5158,2026-04-14 00:06:00,2026-04-14,tester,2026-04-14 00:06:05,https://www.commcarehq.org/form/0e68ee7c-300a-4c82-a2f8-59c73f5ffee8,tester
635,3cd4cdac-a793-4597-8a3d-c337ff7e0981,community_02,Ibrahim,Sani,male,1989-01-01,13299204248,08052578646,https://www.commcarehq.org/photos/farmer_635.jpg,8,mixed_farming,18,owned,4,rain-fed,---,maize groundnuts,1.1,5.0,---,goats rabbits,3,22,10.2575607 7.3657498 0.0 20.0,yes,fdeff54d-2b0c-4a36-8bf3-99f6e8f1e9e6,2026-04-18 00:07:00,2026-04-18,tester,2026-04-18 00:07:07,https://www.commcarehq.org/form/3cd4cdac-a793-4597-8a3d-c337ff7e0981,tester
636,9d37943c-89c6-421b-845d-78aa26220cee,community_02,Naomi,SANI,male,1995-10-20,93315786788,08066823749,https://www.commcarehq.org/photos/farmer_636.jpg,5,mixed_farming,11,owned,5,rain-fed,---,rice groundnuts,2.4,---,1.5,rabbits,---,9,10.4880585 7.3368032 0.0 20.0,yes,c24c35a7-a61a-4606-a6bf-aa8251ef2d62,2026-04-12 00:06:00,2026-04-12,tester,2026-04-12 00:06:08,https://www.commcarehq.org/form/9d37943c-89c6-421b-845d-78aa26220cee,tester
637,f470fb87-80cf-4d3a-8156-7a16f4238aac,community_02,Ibrahim,Johnson,male,1967-07-02,78006926011,08053114272,https://www.commcarehq.org/photos/farmer_637.jpg,4,mixed_farming,23,owned,1,rain-fed,---,groundnuts maize rice,0.6,0.6,3.4,---,---,---,10.5619284 7.4760634 0.0 20.0,yes,89e5b425-72cc-498e-b39b-97c29b4eef3c,2026-04-24 00:03:00,2026-04-24,tester,2026-04-24 00:03:08,https://www.commcarehq.org/form/f470fb87-80cf-4d3a-8156-7a16f4238aac,tester
638,873f5fc9-0b65-4a70-b6b3-6984ce858029,community_04,Rebecca,Eze,male,2004-05-23,34778089965,08093214649,https://www.commcarehq.org/photos/farmer_638.jpg,3,mixed_farming,1,leased,1,rain-fed,---,groundnuts maize rice,0.5,1.4,2.0,rabbits,---,38,10.2957438 7.2974075 0.0 20.0,yes,fc93fda9-9845-476c-9060-9ce9ab5b7d66,2026-02-27 00:05:00,2026-02-27,tester,2026-02-27 00:05:20,https://www.commcarehq.org/form/873f5fc9-0b65-4a70-b6b3-6984ce858029,tester
639,fabe0b05-ba8c-4a9b-b6d7-78a05a042f12,community_01,Grace,Yusuf,male,1996-09-14,24732970113,+2348031376707,https://www.commcarehq.org/photos/farmer_639.jpg,5,mixed_farming,10,leased,1,rain-fed,---,rice groundnuts,0.8,---,1.3,---,---,---,10.3874892 7.5664196 0.0 20.0,yes,f4ff9357-e6f2-4a9d-90d9-31ccba464697,2026-01-20 00:04:00,2026-01-20,tester,2026-01-20 00:04:15,https://www.commcarehq.org/form/fabe0b05-ba8c-4a9b-b6d7-78a05a042f12,tester
640,413a4161-4c95-4f24-ae03-aac4a2e97872,community_03,Samuel,Balogun,male,1996-05-09,37284826719,08066104497,https://www.commcarehq.org/photos/farmer_640.jpg,1,mixed_farming,7,owned,1,rain-fed,---,rice,---,---,2.8,rabbits,---,6,10.5188614 7.449979 0.0 20.0,yes,82b05e20-ccf6-4b68-b0c5-b77e29e0e170,2026-03-04 00:02:00,2026-03-04,tester,2026-03-04 00:02:08,https://www.commcarehq.org/form/413a4161-4c95-4f24-ae03-aac4a2e97872,tester
641,1fa60a5b-d797-4ce5-b759-f13e2daff110,community_03,Binta,Sani,female,1989-08-22,,08062216131,https://www.commcarehq.org/photos/farmer_641.jpg,4,mixed_farming,17,owned,1,rain-fed,---,groundnuts maize,1.0,0.7,---,---,---,---,10.5320712 7.5091637 0.0 20.0,yes,c3e1210c-74ad-4433-97bb-679ad840e6e0,2026-05-18 00:06:00,2026-05-18,tester,2026-05-18 00:06:09,https://www.commcarehq.org/form/1fa60a5b-d797-4ce5-b759-f13e2daff110,tester
642,3c39f1e1-8bc0-48c7-b41a-cb02f29708f9,community_06,Yusuf,Ogunleye,male,2002-01-12,81409711603,08083297524,https://www.commcarehq.org/photos/farmer_642.jpg,7,crop_farming,5,owned,2,irrigation_scheme,---,groundnuts,0.7,---,---,---,---,---,10.2121335 7.3551341 0.0 20.0,yes,0bd71cd6-e636-4a97-9482-e3c6e7bf568b,2026-06-29 00:05:00,2026-06-29,tester,2026-06-29 00:05:17,https://www.commcarehq.org/form/3c39f1e1-8bc0-48c7-b41a-cb02f29708f9,tester
643,4b694800-7905-4d56-8c4b-5cd7c4b1e4e6,community_02,david,ali,female,1971-06-13,,08049339948,https://www.commcarehq.org/photos/farmer_643.jpg,8,crop_farming,31,leased,2,rain-fed,---,maize groundnuts rice,1.2,5.3,1.5,goats rabbits,5,28,10.4501897 7.3259606 0.0 20.0,yes,ed9cbdef-423b-4074-b43b-d290a1d9d739,2026-05-29 00:03:00,2026-05-29,tester,2026-05-29 00:03:18,https://www.commcarehq.org/form/4b694800-7905-4d56-8c4b-5cd7c4b1e4e6,tester
644,291766d8-cc4d-4af3-b216-2ad9ab17b03d,community_02,Mercy,Philip,male,1998-06-11,,08077871977,https://www.commcarehq.org/photos/farmer_644.jpg,7,crop_farming,5,leased,4,rain-fed,---,maize groundnuts rice,0.9,1.7,3.6,---,---,---,10.4758293 7.5418406 0.0 20.0,yes,85b2eef5-36d1-4c67-b13a-c863e53a33fb,2026-06-28 00:02:00,2026-06-28,tester,2026-06-28 00:02:14,https://www.commcarehq.org/form/291766d8-cc4d-4af3-b216-2ad9ab17b03d,tester
645,538cdeb9-b326-4de5-bbe0-4a757184a3fa,community_07,Ruth,Balogun,female,1974-01-04,50887025210,08060026125,https://www.commcarehq.org/photos/farmer_645.jpg,4,mixed_farming,10,family_land,3,rain-fed,---,rice,---,---,3.7,---,---,---,10.3781068 7.3581697 0.0 20.0,yes,fb6ae5f0-b9de-4057-9db2-3bd9ef68bf1d,2026-02-26 00:07:00,2026-02-26,tester,2026-02-26 00:07:09,https://www.commcarehq.org/form/538cdeb9-b326-4de5-bbe0-4a757184a3fa,tester
646,48201641-6538-4f40-ae66-dc06a9b53ec0,community_06,Paul,Abdullahi,male,1995-06-05,,08088090862,https://www.commcarehq.org/photos/farmer_646.jpg,2,livestock_farming,4,owned,1,rain-fed,---,maize groundnuts rice,2.8,4.6,2.6,---,---,---,10.2343176 7.2827382 0.0 20.0,no,4ad7f111-b050-4886-afc7-8309cb5b5b18,2026-03-27 00:07:00,2026-03-27,tester,2026-03-27 00:07:13,https://www.commcarehq.org/form/48201641-6538-4f40-ae66-dc06a9b53ec0,tester
647,98f48dd5-4a84-4a1c-af4c-a32a0f666bb3,community_04,Musa,Michael,male,1962-07-05,46160646124,08058112389,https://www.commcarehq.org/photos/farmer_647.jpg,4,livestock_farming,1,owned,2,rain-fed,---,rice groundnuts,1.9,---,0.7,---,---,---,10.4308308 7.5029328 0.0 20.0,yes,87e2380a-30c7-4664-97f6-d86212259edc,2026-03-15 00:04:00,2026-03-15,tester,2026-03-15 00:04:07,https://www.commcarehq.org/form/98f48dd5-4a84-4a1c-af4c-a32a0f666bb3,tester
648,dd4faec2-4ae2-464a-b44b-77fb2209d2ab,community_01,Grace,Mohammed,male,1989-10-23,38720891179,08081615233,https://www.commcarehq.org/photos/farmer_648.jpg,1,crop_farming,13,owned,2,rain-fed,---,maize rice,---,0.7,3.9,rabbits,---,31,10.5161239 7.4628232 0.0 20.0,yes,082fafd0-bfab-4bfd-926d-9d9dbedaa9d7,2026-06-05 00:06:00,2026-06-05,tester,2026-06-05 00:06:11,https://www.commcarehq.org/form/dd4faec2-4ae2-464a-b44b-77fb2209d2ab,tester
649,6ddfcc4c-da82-4149-9764-bce759fbadf5,community_03,Mary,Usman,male,1989-12-05,,08054058337,https://www.commcarehq.org/photos/farmer_649.jpg,7,crop_farming,16,leased,3,rain-fed,---,groundnuts maize rice,1.1,4.4,0.7,goats,12,---,10.2599805 7.347847 0.0 20.0,yes,056bc7f1-a6ff-4fb8-af47-d504e6263216,2026-03-03 00:03:00,2026-03-03,tester,2026-03-03 00:03:10,https://www.commcarehq.org/form/6ddfcc4c-da82-4149-9764-bce759fbadf5,tester
