number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
558,7d6848c5-8c9d-48df-87cb-ca90241055af,community_02,EMMANUEL,okafor,female,2001-12-05,55723713541,08084163246,https://www.commcarehq.org/photos/farmer_558.jpg,9,mixed_farming,5,owned,1,rain-fed,---,maize groundnuts,0.9,3.8,---,---,---,---,10.4260179 7.5369619 0.0 20.0,yes,9265985f-2848-4a7f-93c7-987f9264807e,2026-01-12 00:03:00,2026-01-12,tester,2026-01-12 00:03:10,https://www.commcarehq.org/form/7d6848c5-8c9d-48df-87cb-ca90241055af,tester
559,e7ebe648-862d-4905-8d7b-e2f6507734b4,community_06,Naomi,Samuel,female,1958-09-04,84127046998,+2348050283120,https://www.commcarehq.org/photos/farmer_559.jpg,10,mixed_farming,42,family_land,2,rain-fed,---,rice groundnuts maize,1.2,5.3,2.9,goats,14,---,10.5252638 7.5234144 0.0 20.0,yes,72e1db72-5be6-4dde-8a6a-868a14698601,2026-02-23 00:06:00,2026-02-23,tester,2026-02-23 00:06:11,https://www.commcarehq.org/form/e7ebe648-862d-4905-8d7b-e2f6507734b4,tester
560,62536cd6-a804-4e3e-9af0-668be299341e,community_05,Peter,Daniel,female,1992-12-20,,08051805792,https://www.commcarehq.org/photos/farmer_560.jpg,4,mixed_farming,3,owned,5,borehole,---,maize groundnuts,2.9,1.2,---,goats,17,---,10.2301016 7.3839143 0.0 20.0,yes,2820b8c6-79b8-4376-827b-dc23e920ffe7,2026-03-13 00:03:00,2026-03-13,tester,2026-03-13 00:03:07,https://www.commcarehq.org/form/62536cd6-a804-4e3e-9af0-668be299341e,tester
561,fd9aea23-b7d1-44c9-a0e4-e34da0a6a1e1,community_07,Joseph,Isa,female,1974-09-28,54874405508,08067514703,https://www.commcarehq.org/photos/farmer_561.jpg,8,livestock_farming,18,owned,1,rain-fed,---,maize rice,---,1.1,3.7,---,---,---,10.3702894 7.3794275 0.0 20.0,yes,0c68d526-c14c-444f-9f39-63a55919da97,2026-01-07 00:02:00,2026-01-07,tester,2026-01-07 00:02:10,https://www.commcarehq.org/form/fd9aea23-b7d1-44c9-a0e4-e34da0a6a1e1,tester
562,737f1b55-39d4-434b-adf4-94d7b4f53f39,community_05,Naomi,Sani,female,1994-02-21,19044748963,08032300271,https://www.commcarehq.org/photos/farmer_562.jpg,1,crop_farming,14,owned,3,rain-fed,---,rice groundnuts,1.4,---,3.1,rabbits,---,7,10.4006874 7.2945068 0.0 20.0,yes,04b19f9d-97db-4ef5-b5be-95ef06471458,2026-06-10 00:08:00,2026-06-10,tester,2026-06-10 00:08:15,https://www.commcarehq.org/form/737f1b55-39d4-434b-adf4-94d7b4f53f39,tester
563,a038b9db-35cc-4129-b457-318f2c60aea6,community_05,Mercy,Abdullahi,male,1996-02-05,,08040435987,https://www.commcarehq.org/photos/farmer_563.jpg,7,crop_farming,6,leased,5,borehole,---,maize rice groundnuts,0.6,3.6,2.7,---,---,---,10.4109167 7.2768422 0.0 20.0,yes,9021a410-1135-48e6-8afd-1ac750a1e642,2026-02-13 00:08:00,2026-02-13,tester,2026-02-13 00:08:15,https://www.commcarehq.org/form/a038b9db-35cc-4129-b457-318f2c60aea6,tester
564,ab14b4dd-cfaa-4bfd-bb43-41632ace3bb1,community_05,Yusuf,Abdullahi,male,1994-06-30,,08024673986,https://www.commcarehq.org/photos/farmer_564.jpg,12,crop_farming,3,owned,4,rain-fed,---,rice maize,---,1.5,3.6,goats,7,---,10.2754812 7.5041916 0.0 20.0,yes,b46b7462-f247-43d5-a9e7-352839f7a3d7,2026-06-15 00:02:00,2026-06-15,tester,2026-06-15 00:02:07,https://www.commcarehq.org/form/ab14b4dd-cfaa-4bfd-bb43-41632ace3bb1,tester
565,f1f2b3cc-ae34-48b7-82aa-b710c5359cf1,community_06,Rebecca,Abdullahi,male,1964-02-20,92356011239,08000741604,https://www.commcarehq.org/photos/farmer_565.jpg,3,crop_farming,4,leased,2,rain-fed,---,maize groundnuts,0.5,1.9,---,goats,25,---,10.4299683 7.2982441 0.0 20.0,yes,65f64084-b886-4b83-ba49-51bb7cce8043,2026-05-18 00:06:00,2026-05-18,tester,2026-05-18 00:06:10,https://www.commcarehq.org/form/f1f2b3cc-ae34-48b7-82aa-b710c5359cf1,tester
566,aff26142-3885-422f-a1fc-e9e3dd1eec3c,community_01,Musa,Haruna,male,1999-03-17,66035480141,08099140349,https://www.commcarehq.org/photos/farmer_566.jpg,8,crop_farming,7,leased,2,borehole,---,maize groundnuts rice,1.9,1.9,1.1,goats,4,---,10.3702443 7.2586453 0.0 20.0,yes,fad93624-c5a5-444a-8668-8c2de2c79988,2026-01-29 00:03:00,2026-01-29,tester,2026-01-29 00:03:11,https://www.commcarehq.org/form/aff26142-3885-422f-a1fc-e9e3dd1eec3c,tester
567,970d43d1-0331-4f67-a124-7bbb85b8600f,community_06,Mary,Yusuf,female,1972-02-21,,08092973281,https://www.commcarehq.org/photos/farmer_567.jpg,8,crop_farming,25,owned,2,irrigation_scheme,---,maize,---,5.7,---,goats,10,---,10.2720243 7.5898712 0.0 20.0,yes,710e3a31-eccb-4db7-bbba-837a613f4eaa,2026-04-20 00:08:00,2026-04-20,tester,2026-04-20 00:08:07,https://www.commcarehq.org/form/970d43d1-0331-4f67-a124-7bbb85b8600f,tester
568,56481965-4177-4e0d-a605-e7c0c40a91e6,community_03,Deborah,Johnson,male,1986-05-28,,8046121822,https://www.commcarehq.org/photos/farmer_568.jpg,5,mixed_farming,6,owned,2,rain-fed,---,rice,---,---,3.4,---,---,---,10.5043422 7.2043121 0.0 20.0,yes,efd10088-f7f0-4697-92a9-17c82f907697,2026-03-17 00:08:00,2026-03-17,tester,2026-03-17 00:08:16,https://www.commcarehq.org/form/56481965-4177-4e0d-a605-e7c0c40a91e6,tester
569,8816417f-45d2-4182-93e4-8e679beca93b,community_05,Joseph,Haruna,female,1987-06-20,33483208207,08014700952,https://www.commcarehq.org/photos/farmer_569.jpg,5,mixed_farming,9,owned,2,rain-fed,---,rice groundnuts maize,2.0,1.8,2.4,goats rabbits,15,33,10.538572 7.4540364 0.0 20.0,yes,6244c32e-52cd-4a7f-a573-4d59eaa04366,2026-03-17 00:03:00,2026-03-17,tester,2026-03-17 00:03:19,https://www.commcarehq.org/form/8816417f-45d2-4182-93e4-8e679beca93b,tester
570,68a098aa-62c4-4cbc-a36d-db406aa2fcc9,community_04,Elizabeth,Yakubu,male,1995-12-19,,08007893488,https://www.commcarehq.org/photos/farmer_570.jpg,4,crop_farming,9,leased,1,rain-fed,---,groundnuts maize rice,2.8,1.4,2.2,---,---,---,10.2439986 7.5108284 0.0 20.0,yes,6854f1b3-3b99-459e-b94e-6b2702567d01,2026-01-11 00:07:00,2026-01-11,tester,2026-01-11 00:07:19,https://www.commcarehq.org/form/68a098aa-62c4-4cbc-a36d-db406aa2fcc9,tester
571,da90e0c4-86eb-4b2b-be9b-5772f4946019,community_05,Joy,Sani,male,1993-01-04,69624034969,08008222452,https://www.commcarehq.org/photos/farmer_571.jpg,6,crop_farming,14,owned,3,irrigation_scheme,---,groundnuts rice maize,1.6,5.8,2.2,---,---,---,10.2325129 7.2064579 0.0 20.0,yes,c3b4cc06-0342-4703-82e2-ce5dae544b1c,2026-05-11 00:07:00,2026-05-11,tester,2026-05-11 00:07:18,https://www.commcarehq.org/form/da90e0c4-86eb-4b2b-be9b-5772f4946019,tester
572,725d1ab7-0acd-43a0-a3b6-cb01f0f1606d,community_02,Esther,Lawal,male,1985-12-25,88190937048,08043866854,https://www.commcarehq.org/photos/farmer_572.jpg,2,mixed_farming,1,family_land,3,rain-fed,---,rice,---,---,2.1,goats,19,---,10.4800635 7.2310998 0.0 20.0,yes,7d5c5c14-4e00-40de-8ac2-049008930982,2026-06-24 00:07:00,2026-06-24,tester,2026-06-24 00:07:19,https://www.commcarehq.org/form/725d1ab7-0acd-43a0-a3b6-cb01f0f1606d,tester
573,939aac7c-665a-4030-9d66-97b3b5c2297d,community_01,Joseph,Daniel,male,2006-12-13,,08059801857,https://www.commcarehq.org/photos/farmer_573.jpg,10,crop_farming,1,owned,2,borehole,---,maize,---,1.0,---,---,---,---,10.4135574 7.5289434 0.0 20.0,yes,c0e98965-7961-4cc5-b38a-9f3dc76a1a3c,2026-03-09 00:03:00,2026-03-09,tester,2026-03-09 00:03:17,https://www.commcarehq.org/form/939aac7c-665a-4030-9d66-97b3b5c2297d,tester
574,299c370e-81e3-47d1-bbc0-078ac5798fb0,community_04,Rebecca,Yusuf,male,1977-07-27,,08028623666,https://www.commcarehq.org/photos/farmer_574.jpg,3,mixed_farming,14,owned,2,rain-fed,---,rice maize,---,1.6,1.8,---,---,---,10.583436 7.3086217 0.0 20.0,yes,0415aa4d-4527-4c2f-99ba-52cae2208e29,2026-05-12 00:07:00,2026-05-12,tester,2026-05-12 00:07:13,https://www.commcarehq.org/form/299c370e-81e3-47d1-bbc0-078ac5798fb0,tester
575,3fb8d76f-6d80-4c4f-8678-73f0f0078c53,community_05,Peter,Abdullahi,male,1996-07-26,,08007148069,https://www.commcarehq.org/photos/farmer_575.jpg,5,crop_farming,11,owned,6,river_stream,---,rice groundnuts maize,1.3,1.7,2.1,goats rabbits,17,40,10.5909306 7.3649065 0.0 20.0,yes,4a241564-e09b-4f3d-8189-70b344d495f1,2026-04-25 00:02:00,2026-04-25,tester,2026-04-25 00:02:11,https://www.commcarehq.org/form/3fb8d76f-6d80-4c4f-8678-73f0f0078c53,tester
576,7a4070e4-0eab-4aec-91aa-be70fe458bf3,community_01,Binta,Sani,male,1984-11-21,79364678049,08019567883,https://www.commcarehq.org/photos/farmer_576.jpg,10,mixed_farming,22,owned,2,rain-fed,---,maize rice groundnuts,0.7,3.7,2.0,rabbits,---,40,10.5538233 7.3539514 0.0 20.0,yes,03dfecd3-a361-48d9-85bc-9c5d5730fc7b,2026-05-01 00:05:00,2026-05-01,tester,2026-05-01 00:05:17,https://www.commcarehq.org/form/7a4070e4-0eab-4aec-91aa-be70fe458bf3,tester
577,089c5c94-fc1c-45e3-98a7-4dc4ad781ba5,community_01,Mercy,Musa,male,1972-08-29,96143379901,08071919223,https://www.commcarehq.org/photos/farmer_577.jpg,7,mixed_farming,22,leased,3,rain-fed,---,groundnuts,0.9,---,---,---,---,---,10.4647696 7.4630999 0.0 20.0,yes,6ddc66ea-b46a-4118-83b3-12b8184e9c72,2026-06-18 00:04:00,2026-06-18,tester,2026-06-18 00:04:11,https://www.commcarehq.org/form/089c5c94-fc1c-45e3-98a7-4dc4ad781ba5,tester
578,f5c9b454-a66d-4c39-bc28-d0e7e942d75f,community_03,Amina,Okafor,male,1958-11-26,31513297641,+2348052489066,https://www.commcarehq.org/photos/farmer_578.jpg,2,crop_farming,49,leased,5,rain-fed,---,maize groundnuts,2.2,5.4,---,---,---,---,10.3113525 7.2065073 0.0 20.0,yes,72fb77ec-5f85-4c38-a0a8-721f1acc5b77,2026-04-13 00:08:00,2026-04-13,tester,2026-04-13 00:08:13,https://www.commcarehq.org/form/f5c9b454-a66d-4c39-bc28-d0e7e942d75f,tester
579,aeb02c06-a969-4716-a863-86e3cfdad6f5,community_06,Naomi,Yakubu,male,1996-09-20,42205438472,08052749920,https://www.commcarehq.org/photos/farmer_579.jpg,6,mixed_farming,9,owned,5,rain-fed,---,maize groundnuts rice,2.4,6.2,1.2,rabbits,---,28,10.4254702 7.2515243 0.0 20.0,yes,1941c44a-22cb-4cfd-bab0-e8c87adec60d,2026-04-12 00:02:00,2026-04-12,tester,2026-04-12 00:02:19,https://www.commcarehq.org/form/aeb02c06-a969-4716-a863-86e3cfdad6f5,tester
580,b76fef4b-0a24-4904-b670-7043f2cef285,community_07,Blessing,Okafor,male,1990-12-29,30706556829,08057772354,https://www.commcarehq.org/photos/farmer_580.jpg,6,crop_farming,6,owned,4,rain-fed,---,groundnuts rice maize,2.7,5.4,0.8,goats,18,---,10.5904193 7.4397962 0.0 20.0,yes,da051fa6-cfef-449a-9370-3d4c36e7fdd9,2026-02-02 00:05:00,2026-02-02,tester,2026-02-02 00:05:05,https://www.commcarehq.org/form/b76fef4b-0a24-4904-b670-7043f2cef285,tester
581,bd1f5e35-02bb-4e03-b051-61b77b3140b9,community_01,Naomi,Bello,male,1997-07-16,28893115150,08087993620,https://www.commcarehq.org/photos/farmer_581.jpg,5,crop_farming,2,owned,3,rain-fed,---,rice,---,---,3.5,rabbits,---,36,10.3739115 7.33089 0.0 20.0,yes,a1284800-b77f-48b5-82b1-759a325c98e9,2026-03-18 00:03:00,2026-03-18,tester,2026-03-18 00:03:09,https://www.commcarehq.org/form/bd1f5e35-02bb-4e03-b051-61b77b3140b9,tester
582,36a4c4ed-6087-4529-9425-e440516db4a7,community_02,Amina,Johnson,female,1984-06-13,53952686327,08080994919,https://www.commcarehq.org/photos/farmer_582.jpg,7,livestock_farming,19,leased,3,other,Rainwater Harvesting,maize rice groundnuts,2.7,1.0,2.8,goats,2,---,10.3633965 7.2402016 0.0 20.0,yes,181e4df4-8357-4022-a267-260fb9673c69,2026-05-27 00:04:00,2026-05-27,tester,2026-05-27 00:04:20,https://www.commcarehq.org/form/36a4c4ed-6087-4529-9425-e440516db4a7,tester
583,ce3c2a80-6ed9-4440-b968-b833107ae457,community_01,Emmanuel,Ojo,female,1982-07-09,75744583179,08027396468,https://www.commcarehq.org/photos/farmer_583.jpg,2,crop_farming,6,owned,5,rain-fed,---,rice groundnuts maize,0.9,2.5,2.7,---,---,---,10.2283931 7.2793104 0.0 20.0,yes,2c95ce9c-8087-4669-8167-553a8791b483,2026-02-23 00:05:00,2026-02-23,tester,2026-02-23 00:05:06,https://www.commcarehq.org/form/ce3c2a80-6ed9-4440-b968-b833107ae457,tester
584,3113621c-53d7-4d5c-b8c2-84e9284e9400,community_02,Suleiman,Isa,female,1972-02-25,,08026740758,https://www.commcarehq.org/photos/farmer_584.jpg,9,mixed_farming,31,owned,1,rain-fed,---,rice groundnuts,2.9,---,2.9,---,---,---,10.2359314 7.4780306 0.0 20.0,yes,8a1e3af4-03e6-4ea2-829a-19b41e005730,2026-02-12 00:08:00,2026-02-12,tester,2026-02-12 00:08:16,https://www.commcarehq.org/form/3113621c-53d7-4d5c-b8c2-84e9284e9400,tester
585,f9f2356f-f5fb-41c0-81e0-eb604cac3577,community_01,Daniel,David,male,1987-06-04,80239971349,08003778382,https://www.commcarehq.org/photos/farmer_585.jpg,8,crop_farming,20,family_land,5,river_stream,---,groundnuts,1.2,---,---,---,---,---,10.5204638 7.4867298 0.0 20.0,yes,c45e197d-4140-451c-8238-49eeba2072e8,2026-03-21 00:02:00,2026-03-21,tester,2026-03-21 00:02:13,https://www.commcarehq.org/form/f9f2356f-f5fb-41c0-81e0-eb604cac3577,tester
586,da98ac71-ab6e-47c0-8282-5c590ce5d10b,community_07,Emmanuel,Garba,female,1968-04-30,86468765551,08002377705,https://www.commcarehq.org/photos/farmer_586.jpg,7,crop_farming,2,family_land,3,rain-fed,---,groundnuts maize,0.7,5.9,---,goats,15,---,10.2826586 7.2814895 0.0 20.0,yes,936b1db7-0949-452f-b68e-35082e0355f8,2026-04-17 00:03:00,2026-04-17,tester,2026-04-17 00:03:11,https://www.commcarehq.org/form/da98ac71-ab6e-47c0-8282-5c590ce5d10b,tester
587,97f631a8-0e2f-42f0-90f3-ddd88d5686be,community_01,John,Eze,female,1995-10-25,,08097845959,https://www.commcarehq.org/photos/farmer_587.jpg,9,mixed_farming,10,owned,3,rain-fed,---,groundnuts rice,0.7,---,2.9,---,---,---,10.3514289 7.2384994 0.0 20.0,yes,6ef58de1-5ed3-4f0a-ad2c-81b1f800e9c4,2026-05-22 00:04:00,2026-05-22,tester,2026-05-22 00:04:06,https://www.commcarehq.org/form/97f631a8-0e2f-42f0-90f3-ddd88d5686be,tester
588,db811008-294e-4dab-92b5-e66f1664d222,community_03,Paul,David,male,1984-09-10,,08009761029,https://www.commcarehq.org/photos/farmer_588.jpg,2,crop_farming,9,owned,3,borehole,---,rice groundnuts maize,0.7,5.0,1.5,---,---,---,10.428918 7.4916779 0.0 20.0,yes,5ea57f08-8692-4c78-87e1-095dc658fc0f,2026-04-18 00:08:00,2026-04-18,tester,2026-04-18 00:08:20,https://www.commcarehq.org/form/db811008-294e-4dab-92b5-e66f1664d222,tester
589,88254400-ad87-4937-a867-43cc4d1eee2f,community_06,David,Peter,female,2002-07-13,,08030207050,https://www.commcarehq.org/photos/farmer_589.jpg,5,crop_farming,2,leased,3,rain-fed,---,maize,---,1.9,---,goats,9,---,10.2033455 7.2176067 0.0 20.0,yes,60211589-7b67-47c2-92b5-b2312f40e140,2026-06-14 00:02:00,2026-06-14,tester,2026-06-14 00:02:18,https://www.commcarehq.org/form/88254400-ad87-4937-a867-43cc4d1eee2f,tester
590,f9c7d8a7-e419-4df8-adfc-770c3c40d568,community_02,Amina,Eze,male,2004-09-09,15003245233,08082030212,https://www.commcarehq.org/photos/farmer_590.jpg,6,mixed_farming,3,owned,1,river_stream,---,groundnuts rice,2.1,---,2.4,goats,16,---,10.525891 7.3971987 0.0 20.0,yes,72b7d6c0-700c-4ff6-8634-be14bb2dbd7a,2026-03-24 00:04:00,2026-03-24,tester,2026-03-24 00:04:13,https://www.commcarehq.org/form/f9c7d8a7-e419-4df8-adfc-770c3c40d568,tester
591,66eeed9f-86db-4a78-a01e-6980a972378f,community_07,Blessing,Peter,male,1987-09-05,41479437404,08051057533,https://www.commcarehq.org/photos/farmer_591.jpg,4,crop_farming,11,owned,4,rain-fed,---,maize groundnuts rice,1.7,3.5,1.6,goats,2,---,10.5246471 7.2410196 0.0 20.0,yes,c7c95889-afa9-4371-af8f-0bce584b89fe,2026-02-05 00:04:00,2026-02-05,tester,2026-02-05 00:04:18,https://www.commcarehq.org/form/66eeed9f-86db-4a78-a01e-6980a972378f,tester
592,1af17d62-e05b-4163-8213-467802a50273,community_01,Amina,Ahmed,male,1979-12-18,58089633547,08070503104,https://www.commcarehq.org/photos/farmer_592.jpg,8,crop_farming,26,owned,6,rain-fed,---,maize,---,1.3,---,goats,4,---,10.4362922 7.3230363 0.0 20.0,yes,23d37be7-6e09-4107-ab34-80a8b3bb821a,2026-01-15 00:07:00,2026-01-15,tester,2026-01-15 00:07:17,https://www.commcarehq.org/form/1af17d62-e05b-4163-8213-467802a50273,tester
593,5965a162-748c-4c05-90fd-927f6c055b36,community_07,Suleiman,Balogun,male,2002-07-17,,08095345779,https://www.commcarehq.org/photos/farmer_593.jpg,8,livestock_farming,3,family_land,2,rain-fed,---,groundnuts rice,1.0,---,1.6,---,---,---,10.4682211 7.3840024 0.0 20.0,yes,248ed7f8-e9f1-4647-b8f3-24d73842eac4,2026-01-02 00:04:00,2026-01-02,tester,2026-01-02 00:04:19,https://www.commcarehq.org/form/5965a162-748c-4c05-90fd-927f6c055b36,tester
594,f5fbe2bb-29dd-43b1-adb2-68e7bd0bba8c,community_01,Rebecca,Garba,female,1979-05-29,25643941808,08051642186,https://www.commcarehq.org/photos/farmer_594.jpg,7,mixed_farming,7,owned,2,rain-fed,---,groundnuts maize rice,2.4,5.4,3.8,---,---,---,10.4469246 7.4374957 0.0 20.0,yes,9ae4f9a8-bec3-4fb4-a925-03b9d042e159,2026-02-12 00:05:00,2026-02-12,tester,2026-02-12 00:05:20,https://www.commcarehq.org/form/f5fbe2bb-29dd-43b1-adb2-68e7bd0bba8c,tester
595,6f59b7e3-040b-4345-ac93-ff55fe1fd7dc,community_07,Hauwa,Philip,female,1988-01-19,,08002152906,https://www.commcarehq.org/photos/farmer_595.jpg,4,crop_farming,5,owned,2,rain-fed,---,rice groundnuts maize,2.5,3.4,3.4,---,---,---,10.3074916 7.3368386 0.0 20.0,yes,13830dad-a3e1-4fa3-b6c2-67ae72414088,2026-01-15 00:05:00,2026-01-15,tester,2026-01-15 00:05:15,https://www.commcarehq.org/form/6f59b7e3-040b-4345-ac93-ff55fe1fd7dc,tester
596,218863ca-064a-4c6e-9ee3-feb8272cca03,community_03,Yusuf,Eze,female,1993-05-07,36825742515,08061797114,https://www.commcarehq.org/photos/farmer_596.jpg,6,crop_farming,12,owned,1,rain-fed,---,rice maize,---,0.7,3.3,goats,19,---,10.2952161 7.5190282 0.0 20.0,yes,9fc0e849-fe55-498b-96d5-77053c42d927,2026-03-22 00:03:00,2026-03-22,tester,2026-03-22 00:03:14,https://www.commcarehq.org/form/218863ca-064a-4c6e-9ee3-feb8272cca03,tester
597,a337f4ec-4de8-4b47-8231-b43c715ae103,community_01,Musa,Bello,female,2000-07-10,27410275929,+2348082684754,https://www.commcarehq.org/photos/farmer_597.jpg,1,crop_farming,3,owned,1,rain-fed,---,rice maize groundnuts,2.7,5.3,3.8,---,---,---,10.3791267 7.3260245 0.0 20.0,yes,a491460e-a94f-4a2b-aff0-e9f633b03801,2026-05-31 00:03:00,2026-05-31,tester,2026-05-31 00:03:08,https://www.commcarehq.org/form/a337f4ec-4de8-4b47-8231-b43c715ae103,tester
598,ef4779b2-0729-4dd2-a101-c1516300dd16,community_04,John,Okafor,female,1978-09-22,,08078505745,https://www.commcarehq.org/photos/farmer_598.jpg,7,crop_farming,10,owned,3,river_stream,---,maize groundnuts,0.8,5.0,---,---,---,---,10.3524024 7.2523049 0.0 20.0,yes,9048cb05-e7a7-4ad9-81ad-9fe093e3fd94,2026-05-21 00:06:00,2026-05-21,tester,2026-05-21 00:06:07,https://www.commcarehq.org/form/ef4779b2-0729-4dd2-a101-c1516300dd16,tester
599,8512c9aa-576a-4c1d-8344-72e4f338aa8a,community_05,Elizabeth,James,male,1991-03-16,31789375011,08064691989,https://www.commcarehq.org/photos/farmer_599.jpg,8,crop_farming,6,owned,3,rain-fed,---,groundnuts rice,2.8,---,1.0,---,---,---,10.4595726 7.2231234 0.0 20.0,yes,310d95b5-17b5-4dab-a034-b60e80af3284,2026-03-16 00:02:00,2026-03-16,tester,2026-03-16 00:02:17,https://www.commcarehq.org/form/8512c9aa-576a-4c1d-8344-72e4f338aa8a,tester
600,217f4f28-135e-44dd-8345-a308bdc50fe5,community_04,Joseph,Ogunleye,male,1971-09-24,50376188914,08049599373,https://www.commcarehq.org/photos/farmer_600.jpg,6,mixed_farming,25,owned,3,other,Spring Water,groundnuts rice,1.5,---,0.9,rabbits,---,11,10.3668723 7.3536764 0.0 20.0,yes,6f5719a6-7c58-48c3-9b89-c0d5a4c0aa9a,2026-01-26 00:05:00,2026-01-26,tester,2026-01-26 00:05:15,https://www.commcarehq.org/form/217f4f28-135e-44dd-8345-a308bdc50fe5,tester
601,0d0cb980-2f44-498e-81f3-3d039df832c9,community_03,Ibrahim,Balogun,male,1982-01-24,82700005391,08093734092,https://www.commcarehq.org/photos/farmer_601.jpg,12,mixed_farming,11,owned,2,river_stream,---,rice groundnuts,1.4,---,2.0,goats rabbits,12,13,10.5567096 7.5446299 0.0 20.0,yes,368612e6-ec23-4232-af69-c05ee2800d9e,2026-05-12 00:06:00,2026-05-12,tester,2026-05-12 00:06:20,https://www.commcarehq.org/form/0d0cb980-2f44-498e-81f3-3d039df832c9,tester
602,3251578c-5c58-4f73-aea9-86af0e268c5b,community_07,Amina,Peter,female,1972-10-17,11828799704,08052340002,https://www.commcarehq.org/photos/farmer_602.jpg,2,crop_farming,14,owned,4,borehole,---,rice groundnuts,1.9,---,3.1,goats,21,---,10.3111908 7.2276653 0.0 20.0,yes,8eddb2dd-c91b-48d4-8e33-dd82f4441d2e,2026-05-29 00:02:00,2026-05-29,tester,2026-05-29 00:02:18,https://www.commcarehq.org/form/3251578c-5c58-4f73-aea9-86af0e268c5b,tester
603,0396e578-9882-4e08-83c5-5a0faf70fdaf,community_05,joy,eze,male,1976-11-06,54121065086,08095136529,https://www.commcarehq.org/photos/farmer_603.jpg,6,crop_farming,32,owned,3,rain-fed,---,maize groundnuts,1.9,4.6,---,---,---,---,10.4511749 7.4194027 0.0 20.0,yes,f3764319-7085-4e21-8519-61b72329836f,2026-04-21 00:02:00,2026-04-21,tester,2026-04-21 00:02:10,https://www.commcarehq.org/form/0396e578-9882-4e08-83c5-5a0faf70fdaf,tester
604,2374f7ed-bca4-4bda-8c6f-b5770ff4a614,community_05,James,Mohammed,male,1976-03-16,,08035915684,https://www.commcarehq.org/photos/farmer_604.jpg,5,mixed_farming,29,family_land,2,rain-fed,---,rice maize,---,6.2,0.9,goats,18,---,10.4951256 7.5973719 0.0 20.0,yes,2c5b35de-756b-42bd-af40-5dfa1d64ccda,2026-02-10 00:03:00,2026-02-10,tester,2026-02-10 00:03:05,https://www.commcarehq.org/form/2374f7ed-bca4-4bda-8c6f-b5770ff4a614,tester
605,2f8131e1-b1ad-48d4-bb3c-615d5f42c671,community_04,Emmanuel,Balogun,male,1977-12-23,,08082516294,https://www.commcarehq.org/photos/farmer_605.jpg,8,crop_farming,20,family_land,1,river_stream,---,rice groundnuts,0.7,---,3.9,goats,2,---,10.2727173 7.4361422 0.0 20.0,yes,3fce7a5d-ae8c-45c6-83a8-5377092fa874,2026-06-14 00:07:00,2026-06-14,tester,2026-06-14 00:07:07,https://www.commcarehq.org/form/2f8131e1-b1ad-48d4-bb3c-615d5f42c671,tester
606,179ab9f2-c5a8-4b29-9c76-fc5b8044ff0c,community_03,Paul,Yakubu,female,1974-11-17,49297152755,08078885458,https://www.commcarehq.org/photos/farmer_606.jpg,6,crop_farming,10,owned,6,rain-fed,---,groundnuts rice maize,1.1,4.6,2.5,goats,15,---,10.3090931 7.5197813 0.0 20.0,yes,25312987-c193-4d98-8072-ac25bbeb15aa,2026-06-13 00:05:00,2026-06-13,tester,2026-06-13 00:05:06,https://www.commcarehq.org/form/179ab9f2-c5a8-4b29-9c76-fc5b8044ff0c,tester
607,9769b884-4c40-48b2-a1a0-b34d4a65c18e,community_05,Mercy,Mohammed,female,1955-07-24,67746565558,08043508856,https://www.commcarehq.org/photos/farmer_607.jpg,6,crop_farming,38,owned,2,rain-fed,---,maize rice,---,1.5,3.4,goats,10,---,10.3773175 7.2821452 0.0 20.0,yes,9f49c365-2938-47ec-b45b-2ae1dda75647,2026-02-09 00:02:00,2026-02-09,tester,2026-02-09 00:02:20,https://www.commcarehq.org/form/9769b884-4c40-48b2-a1a0-b34d4a65c18e,tester
