number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid,farmer_age,registration_duration_minutes,registration_latitude,registration_longitude
453,fea8737c-41d6-4555-98f9-5fe4d6b3ae6b,community_06,Musa,Yakubu,female,1996-02-09,,8096298644,https://www.commcarehq.org/photos/farmer_453.jpg,5,crop_farming,5,owned,2,rain-fed,---,groundnuts maize rice,2.4,6.3,1.2,---,---,---,10.3700606 7.2970067 0.0 20.0,yes,ba6426bb-25c1-4644-a100-34dff07a3f5d,2026-03-08 00:08:00,2026-03-08,tester_06,2026-03-08 00:08:17,https://www.commcarehq.org/form/fea8737c-41d6-4555-98f9-5fe4d6b3ae6b,tester_06,True,30,8.0,10.3700606,7.2970067
454,d22adb6e-207c-4964-9fda-0f7d884b49c2,community_06,Paul,Peter,female,1990-01-19,,8003362066,https://www.commcarehq.org/photos/farmer_454.jpg,4,crop_farming,6,leased,2,irrigation_scheme,---,rice maize groundnuts,1.5,5.1,2.6,goats rabbits,5,19,10.4836564 7.2399659 0.0 20.0,yes,5db9f9ea-2c1c-4184-a70d-6b78e0571a5a,2026-05-09 00:08:00,2026-05-09,tester_06,2026-05-09 00:08:13,https://www.commcarehq.org/form/d22adb6e-207c-4964-9fda-0f7d884b49c2,tester_06,True,36,8.0,10.4836564,7.2399659
455,066de50d-85b4-4020-9fe7-25c6d4ea4784,community_04,Esther,Ojo,male,2000-06-30,81248396098.0,8094451058,https://www.commcarehq.org/photos/farmer_455.jpg,5,crop_farming,5,owned,3,rain-fed,---,rice,---,---,3.3,goats rabbits,25,12,10.2213885 7.4115048 0.0 20.0,yes,6d5db3bc-f391-46b2-895d-63f962c9d401,2026-05-03 00:04:00,2026-05-03,tester_04,2026-05-03 00:04:12,https://www.commcarehq.org/form/066de50d-85b4-4020-9fe7-25c6d4ea4784,tester_04,True,26,4.0,10.2213885,7.4115048
456,016551bf-47a2-4dd4-81b0-d6dc369d1ebb,community_03,Yusuf,Okafor,female,1968-06-21,99416928372.0,8019911662,https://www.commcarehq.org/photos/farmer_456.jpg,5,mixed_farming,18,owned,3,rain-fed,---,maize rice groundnuts,1.3,1.4,1.2,rabbits,---,14,10.2616655 7.4851701 0.0 20.0,yes,e4ccd126-ba41-4044-92ce-16c18649b768,2026-05-18 00:06:00,2026-05-18,tester_03,2026-05-18 00:06:20,https://www.commcarehq.org/form/016551bf-47a2-4dd4-81b0-d6dc369d1ebb,tester_03,True,58,6.0,10.2616655,7.4851701
457,83c9380d-db1d-471b-979e-730431ff0474,community_05,Hauwa,Balogun,female,2000-12-16,,8022674085,https://www.commcarehq.org/photos/farmer_457.jpg,6,livestock_farming,6,family_land,3,river_stream,---,rice,---,---,3.2,---,---,---,10.301972 7.4859033 0.0 20.0,yes,f3a407b3-bf2e-4b54-9c4c-0f0e4f250250,2026-04-09 00:06:00,2026-04-09,tester_05,2026-04-09 00:06:12,https://www.commcarehq.org/form/83c9380d-db1d-471b-979e-730431ff0474,tester_05,True,25,6.0,10.301972,7.4859033
458,dc9950f6-9eda-4c12-afde-13e2fcca0136,community_02,Mercy,Yakubu,female,1993-01-21,,8080887757,https://www.commcarehq.org/photos/farmer_458.jpg,6,mixed_farming,2,family_land,2,rain-fed,---,rice maize,---,2.1,2.0,---,---,---,10.4140321 7.3446527 0.0 20.0,yes,7e9e9a96-8ffe-4dc9-a40b-81cff5208e7b,2026-06-04 00:06:00,2026-06-04,tester_02,2026-06-04 00:06:11,https://www.commcarehq.org/form/dc9950f6-9eda-4c12-afde-13e2fcca0136,tester_02,True,33,6.0,10.4140321,7.3446527
459,e382110d-ff2c-423d-8660-408448bb28df,community_03,Paul,Sani,male,1981-03-11,27709579721.0,8059525365,https://www.commcarehq.org/photos/farmer_459.jpg,7,livestock_farming,25,family_land,1,other,Community Well,rice groundnuts maize,0.8,5.5,2.9,goats rabbits,9,7,10.5447392 7.5945983 0.0 20.0,yes,2a2ace69-6993-4e53-9fed-a9ab3207c18d,2026-04-08 00:07:00,2026-04-08,tester_03,2026-04-08 00:07:13,https://www.commcarehq.org/form/e382110d-ff2c-423d-8660-408448bb28df,tester_03,True,45,7.0,10.5447392,7.5945983
460,fabd5d43-1570-4235-bc5f-531d98d02c82,community_01,Sarah,Michael,male,1982-09-12,42304439574.0,8027116509,https://www.commcarehq.org/photos/farmer_460.jpg,4,livestock_farming,17,leased,1,rain-fed,---,groundnuts,0.9,---,---,goats rabbits,5,16,10.2702917 7.200845 0.0 20.0,yes,e772e576-d793-4185-b700-56c02e07e659,2026-05-14 00:05:00,2026-05-14,tester_01,2026-05-14 00:05:19,https://www.commcarehq.org/form/fabd5d43-1570-4235-bc5f-531d98d02c82,tester_01,True,43,5.0,10.2702917,7.200845
461,342dcaf5-72bb-48f9-a653-008193cc249f,community_03,Mary,Musa,female,1976-08-04,,8096715813,https://www.commcarehq.org/photos/farmer_461.jpg,3,crop_farming,19,leased,3,dam_reservoir,---,rice groundnuts maize,1.2,5.2,3.2,rabbits,---,22,10.323732 7.5465418 0.0 20.0,yes,5696aabb-a2ea-44bf-8f51-9449780b8368,2026-06-23 00:08:00,2026-06-23,tester_03,2026-06-23 00:08:08,https://www.commcarehq.org/form/342dcaf5-72bb-48f9-a653-008193cc249f,tester_03,True,50,8.0,10.323732,7.5465418
462,68bfae9d-9c99-4ac3-959c-ac02e10b1442,community_01,John,Balogun,female,2002-04-05,90497112402.0,8038390483,https://www.commcarehq.org/photos/farmer_462.jpg,1,crop_farming,3,owned,1,borehole,---,maize,---,0.5,---,goats rabbits,12,39,10.3075458 7.4474455 0.0 20.0,yes,669b945c-3e76-412d-be8a-f747a999c1f7,2026-06-07 00:02:00,2026-06-07,tester_01,2026-06-07 00:02:16,https://www.commcarehq.org/form/68bfae9d-9c99-4ac3-959c-ac02e10b1442,tester_01,True,24,2.0,10.3075458,7.4474455
463,c5cb0231-b59f-43d5-ae34-c8685d18b16d,community_06,Emmanuel,Daniel,male,1981-10-02,89746668055.0,8061675555,https://www.commcarehq.org/photos/farmer_463.jpg,8,livestock_farming,22,family_land,4,rain-fed,---,maize groundnuts rice,1.6,1.0,2.1,goats,24,---,10.2506017 7.5773072 0.0 20.0,yes,3806d335-021b-4d79-b6d7-4a5c42dc29f6,2026-06-29 00:08:00,2026-06-29,tester_06,2026-06-29 00:08:16,https://www.commcarehq.org/form/c5cb0231-b59f-43d5-ae34-c8685d18b16d,tester_06,True,44,8.0,10.2506017,7.5773072
464,e9ab537a-cc9c-44da-a99a-385e81b50b2e,community_03,Binta,Yakubu,female,1974-01-01,22789458540.0,8050983104,https://www.commcarehq.org/photos/farmer_464.jpg,5,crop_farming,32,owned,6,rain-fed,---,maize groundnuts,2.5,1.1,---,---,---,---,10.4205703 7.3121324 0.0 20.0,yes,d88fe3f2-e78b-4fb1-a18e-8e73b556aaa1,2026-06-01 00:05:00,2026-06-01,tester_03,2026-06-01 00:05:09,https://www.commcarehq.org/form/e9ab537a-cc9c-44da-a99a-385e81b50b2e,tester_03,True,52,5.0,10.4205703,7.3121324
465,0034d17d-e6e5-4b01-9197-d11d80fe60f3,community_03,Rebecca,Isa,male,1955-10-30,16224606339.0,8088927218,https://www.commcarehq.org/photos/farmer_465.jpg,5,mixed_farming,3,owned,6,rain-fed,---,maize groundnuts,2.3,0.6,---,rabbits,---,27,10.2878229 7.4816507 0.0 20.0,yes,d1f5ab65-7417-4c61-9862-9fdf6a902e36,2026-03-12 00:02:00,2026-03-12,tester_03,2026-03-12 00:02:19,https://www.commcarehq.org/form/0034d17d-e6e5-4b01-9197-d11d80fe60f3,tester_03,True,70,2.0,10.2878229,7.4816507
466,fa829f79-73b5-48fc-bbbf-03930937e081,community_01,Joy,Peter,male,1973-10-30,94009517385.0,8037700598,https://www.commcarehq.org/photos/farmer_466.jpg,4,crop_farming,6,owned,6,irrigation_scheme,---,groundnuts maize,0.7,5.2,---,---,---,---,10.5012232 7.2236007 0.0 20.0,yes,e8ce0ad4-6062-4a2b-8320-df437191377a,2026-04-06 00:02:00,2026-04-06,tester_01,2026-04-06 00:02:10,https://www.commcarehq.org/form/fa829f79-73b5-48fc-bbbf-03930937e081,tester_01,True,52,2.0,10.5012232,7.2236007
467,f7fb4d7a-3f95-4fb1-a005-75ab1d37d753,community_06,Naomi,Abdullahi,male,1975-02-03,18075019327.0,8072870510,https://www.commcarehq.org/photos/farmer_467.jpg,3,mixed_farming,1,leased,2,river_stream,---,groundnuts maize rice,2.2,1.9,2.8,---,---,---,10.3652817 7.4221332 0.0 20.0,yes,abc37b8c-c6f4-428e-af44-da8a5dd21285,2026-04-16 00:04:00,2026-04-16,tester_06,2026-04-16 00:04:09,https://www.commcarehq.org/form/f7fb4d7a-3f95-4fb1-a005-75ab1d37d753,tester_06,True,51,4.0,10.3652817,7.4221332
468,a293cd67-6474-457e-b102-bd238721b91e,community_04,James,Ibrahim,female,1994-08-24,,8051488097,https://www.commcarehq.org/photos/farmer_468.jpg,11,mixed_farming,11,family_land,1,rain-fed,---,groundnuts maize,1.6,3.6,---,---,---,---,10.5485428 7.2605536 0.0 20.0,yes,188fd638-2211-498d-8147-04c8f359250f,2026-04-14 00:08:00,2026-04-14,tester_04,2026-04-14 00:08:13,https://www.commcarehq.org/form/a293cd67-6474-457e-b102-bd238721b91e,tester_04,True,31,8.0,10.5485428,7.2605536
469,e6c2bf7c-a023-47e1-9e74-b62fc993cc42,community_07,David,Musa,female,1986-10-04,81047099986.0,8013183999,https://www.commcarehq.org/photos/farmer_469.jpg,5,crop_farming,11,owned,2,borehole,---,maize rice,---,4.2,1.7,goats rabbits,14,38,10.2731089 7.5298608 0.0 20.0,yes,69bf6f6a-a761-48b0-9061-f35528ffea7f,2026-05-19 00:04:00,2026-05-19,tester_07,2026-05-19 00:04:15,https://www.commcarehq.org/form/e6c2bf7c-a023-47e1-9e74-b62fc993cc42,tester_07,True,39,4.0,10.2731089,7.5298608
470,f9c63c01-6123-4105-a4bc-3e7b35f3c589,community_01,Ruth,Ojo,female,1967-05-25,,8000179090,https://www.commcarehq.org/photos/farmer_470.jpg,5,crop_farming,25,owned,6,rain-fed,---,rice maize groundnuts,1.3,6.0,1.4,---,---,---,10.5992844 7.5571875 0.0 20.0,yes,13d5e23d-5846-416b-bb61-a7c4256bf631,2026-02-16 00:05:00,2026-02-16,tester_01,2026-02-16 00:05:15,https://www.commcarehq.org/form/f9c63c01-6123-4105-a4bc-3e7b35f3c589,tester_01,True,59,5.0,10.5992844,7.5571875
471,1f3bfc07-7448-4de9-8f22-45de4a591511,community_06,Naomi,Okafor,male,1966-04-27,,8076033899,https://www.commcarehq.org/photos/farmer_471.jpg,5,mixed_farming,17,owned,3,rain-fed,---,maize,---,1.1,---,goats,8,---,10.3854782 7.4202978 0.0 20.0,yes,4999f204-9657-492b-a6ba-0e6f9ba0e99e,2026-06-01 00:07:00,2026-06-01,tester_06,2026-06-01 00:07:16,https://www.commcarehq.org/form/1f3bfc07-7448-4de9-8f22-45de4a591511,tester_06,True,60,7.0,10.3854782,7.4202978
472,3f90bdd7-0417-42c4-9b3b-2db792fc9eba,community_05,Elizabeth,Garba,female,1976-07-09,,8026237281,https://www.commcarehq.org/photos/farmer_472.jpg,5,livestock_farming,28,owned,3,borehole,---,groundnuts,1.9,---,---,---,---,---,10.5821647 7.5961943 0.0 20.0,yes,948eac7d-b451-44cf-845c-1e4756f824b7,2026-06-07 00:06:00,2026-06-07,tester_05,2026-06-07 00:06:10,https://www.commcarehq.org/form/3f90bdd7-0417-42c4-9b3b-2db792fc9eba,tester_05,True,50,6.0,10.5821647,7.5961943
473,b69f8249-a4c1-4770-a80d-6fd5fdbc9e84,community_07,Daniel,Samuel,female,1990-07-24,14924214050.0,8030095563,https://www.commcarehq.org/photos/farmer_473.jpg,6,mixed_farming,3,owned,3,rain-fed,---,groundnuts maize rice,2.2,1.3,3.6,goats,8,---,10.3155904 7.4324213 0.0 20.0,yes,b01a0d96-cceb-43bf-a118-ed612089ab47,2026-04-06 00:08:00,2026-04-06,tester_07,2026-04-06 00:08:12,https://www.commcarehq.org/form/b69f8249-a4c1-4770-a80d-6fd5fdbc9e84,tester_07,True,36,8.0,10.3155904,7.4324213
474,cdc6d5e6-628f-46a6-b803-d8e20d488eb9,community_01,Joseph,Ibrahim,male,1974-01-24,32410994216.0,8068023281,https://www.commcarehq.org/photos/farmer_474.jpg,3,mixed_farming,12,family_land,3,rain-fed,---,maize,---,2.5,---,goats,2,---,10.2127793 7.2159335 0.0 20.0,yes,82817afc-ecbd-43ad-aa19-871723c75f63,2026-04-18 00:08:00,2026-04-18,tester_01,2026-04-18 00:08:06,https://www.commcarehq.org/form/cdc6d5e6-628f-46a6-b803-d8e20d488eb9,tester_01,True,52,8.0,10.2127793,7.2159335
475,a96ce97f-4e25-4148-97a2-ada2ea8ff489,community_03,Amina,Ojo,female,1979-10-25,27239760325.0,8081347608,https://www.commcarehq.org/photos/farmer_475.jpg,5,crop_farming,25,leased,3,other,Community Well,rice groundnuts,0.7,---,2.6,---,---,---,10.2669948 7.2185705 0.0 20.0,yes,cea91cbf-563b-4da4-8751-e11faad70e22,2026-03-03 00:05:00,2026-03-03,tester_03,2026-03-03 00:05:10,https://www.commcarehq.org/form/a96ce97f-4e25-4148-97a2-ada2ea8ff489,tester_03,True,46,5.0,10.2669948,7.2185705
476,a4be5cb5-6f0f-4a83-97cd-cdcfba1b0ac1,community_06,Naomi,Ogunleye,male,1988-04-06,29738972795.0,8004031751,https://www.commcarehq.org/photos/farmer_476.jpg,6,mixed_farming,20,family_land,6,borehole,---,rice maize groundnuts,2.2,3.9,2.0,---,---,---,10.2845744 7.3485714 0.0 20.0,yes,8ba5dc02-a5a8-4ae9-be2c-1663cd0d6db3,2026-01-21 00:07:00,2026-01-21,tester_06,2026-01-21 00:07:15,https://www.commcarehq.org/form/a4be5cb5-6f0f-4a83-97cd-cdcfba1b0ac1,tester_06,True,38,7.0,10.2845744,7.3485714
477,cd32a53b-2e79-4058-a540-4e4b33b033f3,community_04,Samuel,Ogunleye,female,1997-05-21,16514451913.0,8077794768,https://www.commcarehq.org/photos/farmer_477.jpg,3,livestock_farming,9,leased,2,river_stream,---,maize rice,---,5.7,2.8,rabbits,---,32,10.2650054 7.2215897 0.0 20.0,yes,7f8641fb-eb9d-42e9-81d9-e3ce62e5c259,2026-06-07 00:04:00,2026-06-07,tester_04,2026-06-07 00:04:09,https://www.commcarehq.org/form/cd32a53b-2e79-4058-a540-4e4b33b033f3,tester_04,True,29,4.0,10.2650054,7.2215897
478,fea5ba2e-dbc3-4216-8728-a15656dc9047,community_05,Joy,Garba,male,1965-03-09,75621708428.0,8096798709,https://www.commcarehq.org/photos/farmer_478.jpg,5,mixed_farming,9,family_land,4,rain-fed,---,maize,---,6.1,---,---,---,---,10.2524802 7.4867758 0.0 20.0,yes,3ef45f93-b196-400e-af74-844bdcd17c96,2026-02-02 00:07:00,2026-02-02,tester_05,2026-02-02 00:07:08,https://www.commcarehq.org/form/fea5ba2e-dbc3-4216-8728-a15656dc9047,tester_05,True,61,7.0,10.2524802,7.4867758
479,388b6caa-b984-4a87-bf7c-f469fede3274,community_02,Yusuf,Daniel,male,1973-10-30,66036587907.0,8021683728,https://www.commcarehq.org/photos/farmer_479.jpg,6,mixed_farming,35,owned,1,borehole,---,groundnuts maize rice,1.7,2.8,2.6,rabbits,---,35,10.2872679 7.577645 0.0 20.0,yes,16660ec7-8b76-4a3c-a6b7-c38ffb904e79,2026-03-05 00:08:00,2026-03-05,tester_02,2026-03-05 00:08:13,https://www.commcarehq.org/form/388b6caa-b984-4a87-bf7c-f469fede3274,tester_02,True,52,8.0,10.2872679,7.577645
480,bff10fae-2a0d-4f8a-b931-b1aaf09cfa6d,community_01,Joseph,David,male,1983-05-13,78779572368.0,8004894939,https://www.commcarehq.org/photos/farmer_480.jpg,3,livestock_farming,3,owned,2,rain-fed,---,maize rice groundnuts,2.1,3.1,2.0,---,---,---,10.4418637 7.2754258 0.0 20.0,yes,ed9a7082-32c4-49b9-8c52-5fea3e325804,2026-04-17 00:04:00,2026-04-17,tester_01,2026-04-17 00:04:05,https://www.commcarehq.org/form/bff10fae-2a0d-4f8a-b931-b1aaf09cfa6d,tester_01,True,43,4.0,10.4418637,7.2754258
481,a86af0de-55c9-481d-a3c7-d6556b8cab50,community_02,Hauwa,David,male,1993-12-24,19094469340.0,8021241836,https://www.commcarehq.org/photos/farmer_481.jpg,8,crop_farming,9,leased,3,rain-fed,---,maize groundnuts rice,0.9,1.9,1.6,rabbits,---,40,10.4283575 7.3521065 0.0 20.0,yes,0942fb79-0d49-4cf7-8bbd-ab5b1fc75b06,2026-05-24 00:04:00,2026-05-24,tester_02,2026-05-24 00:04:12,https://www.commcarehq.org/form/a86af0de-55c9-481d-a3c7-d6556b8cab50,tester_02,True,32,4.0,10.4283575,7.3521065
482,e8ab39dc-9cd2-4d0b-a21b-c1d4f12a72a1,community_07,Suleiman,Ahmed,female,1961-01-11,,8032299060,https://www.commcarehq.org/photos/farmer_482.jpg,8,mixed_farming,26,owned,3,river_stream,---,maize rice groundnuts,1.3,3.2,2.6,---,---,---,10.3073005 7.5088355 0.0 20.0,yes,188d685a-98ff-4763-bb4d-231700ca4cfe,2026-06-12 00:04:00,2026-06-12,tester_07,2026-06-12 00:04:11,https://www.commcarehq.org/form/e8ab39dc-9cd2-4d0b-a21b-c1d4f12a72a1,tester_07,True,65,4.0,10.3073005,7.5088355
483,81d98632-cb79-4854-b475-01931afc6faa,community_03,Peter,Usman,male,1981-12-23,94731687993.0,8073849112,https://www.commcarehq.org/photos/farmer_483.jpg,3,mixed_farming,27,leased,2,river_stream,---,maize,---,4.1,---,goats,13,---,10.35883 7.5376958 0.0 20.0,yes,789bc76b-64ea-426f-9b91-372552dfba5b,2026-03-03 00:02:00,2026-03-03,tester_03,2026-03-03 00:02:19,https://www.commcarehq.org/form/81d98632-cb79-4854-b475-01931afc6faa,tester_03,True,44,2.0,10.35883,7.5376958
484,8b48cc6f-7916-43f1-b3a1-736e3460b7a6,community_06,James,Peter,male,1967-05-17,24537630933.0,8092996528,https://www.commcarehq.org/photos/farmer_484.jpg,6,crop_farming,20,owned,1,rain-fed,---,maize groundnuts rice,2.9,4.6,0.6,---,---,---,10.2487928 7.5760587 0.0 20.0,yes,5b31eb88-b70f-4ed3-859d-09c6f4354d4a,2026-02-12 00:03:00,2026-02-12,tester_06,2026-02-12 00:03:08,https://www.commcarehq.org/form/8b48cc6f-7916-43f1-b3a1-736e3460b7a6,tester_06,True,59,3.0,10.2487928,7.5760587
485,09e1fb71-8424-4931-a131-1d9a5dab5090,community_01,Suleiman,Sani,male,1958-02-06,35324248881.0,8049728660,https://www.commcarehq.org/photos/farmer_485.jpg,6,livestock_farming,44,owned,3,rain-fed,---,groundnuts rice maize,1.7,1.3,2.0,---,---,---,10.2779917 7.2013621 0.0 20.0,yes,c34861bb-702f-4fe9-9ac4-a5e36d649789,2026-01-16 00:07:00,2026-01-16,tester_01,2026-01-16 00:07:06,https://www.commcarehq.org/form/09e1fb71-8424-4931-a131-1d9a5dab5090,tester_01,True,68,7.0,10.2779917,7.2013621
486,9932fc4c-75ec-4e90-8fca-b66ddd36917c,community_07,Binta,Ogunleye,male,2000-10-06,54528020380.0,8066001811,https://www.commcarehq.org/photos/farmer_486.jpg,5,mixed_farming,4,owned,1,rain-fed,---,rice groundnuts maize,2.4,3.7,2.7,goats,7,---,10.2793838 7.2792462 0.0 20.0,yes,5208cb7e-4932-42b7-9839-8e9ca990dc84,2026-03-31 00:07:00,2026-03-31,tester_07,2026-03-31 00:07:09,https://www.commcarehq.org/form/9932fc4c-75ec-4e90-8fca-b66ddd36917c,tester_07,True,25,7.0,10.2793838,7.2792462
487,b5514122-a269-4082-9495-2046cbcaebea,community_04,Joseph,Isa,female,1998-04-04,58301765921.0,8013688691,https://www.commcarehq.org/photos/farmer_487.jpg,4,crop_farming,10,owned,3,rain-fed,---,maize rice,---,4.6,3.4,---,---,---,10.3416155 7.2516811 0.0 20.0,yes,e3c65777-c4a2-405e-a159-a2c71b9c5b81,2026-01-23 00:06:00,2026-01-23,tester_04,2026-01-23 00:06:16,https://www.commcarehq.org/form/b5514122-a269-4082-9495-2046cbcaebea,tester_04,True,28,6.0,10.3416155,7.2516811
488,f82ae906-aaa9-4151-be15-6dd7d71c509e,community_07,Ruth,David,male,2001-06-14,93275507281.0,8049788100,https://www.commcarehq.org/photos/farmer_488.jpg,10,livestock_farming,5,family_land,3,borehole,---,rice maize,---,6.0,3.2,---,---,---,10.3610149 7.2801216 0.0 20.0,yes,e52efae5-61ce-4a1b-86a3-1736a0963a7b,2026-03-09 00:03:00,2026-03-09,tester_07,2026-03-09 00:03:09,https://www.commcarehq.org/form/f82ae906-aaa9-4151-be15-6dd7d71c509e,tester_07,True,25,3.0,10.3610149,7.2801216
489,94ed79e5-47be-4166-8f31-852b71d771be,community_02,John,Ogunleye,female,2005-07-07,25611091312.0,8072939857,https://www.commcarehq.org/photos/farmer_489.jpg,8,crop_farming,3,leased,4,river_stream,---,maize groundnuts rice,2.1,5.9,1.3,---,---,---,10.3915154 7.5194952 0.0 20.0,yes,e664db03-da40-4cce-bdd2-a95a95e9da50,2026-06-15 00:02:00,2026-06-15,tester_02,2026-06-15 00:02:06,https://www.commcarehq.org/form/94ed79e5-47be-4166-8f31-852b71d771be,tester_02,True,21,2.0,10.3915154,7.5194952
490,c0974de4-3947-4ba0-a20f-ab09b24f6667,community_02,Ahmed,Abdullahi,male,2005-07-03,41418782332.0,8089763062,https://www.commcarehq.org/photos/farmer_490.jpg,6,mixed_farming,2,family_land,1,borehole,---,maize rice groundnuts,1.3,2.2,2.2,goats,10,---,10.5197129 7.5747134 0.0 20.0,yes,8d35df49-5802-4888-8f8c-5ef563962431,2026-04-05 00:02:00,2026-04-05,tester_02,2026-04-05 00:02:18,https://www.commcarehq.org/form/c0974de4-3947-4ba0-a20f-ab09b24f6667,tester_02,True,21,2.0,10.5197129,7.5747134
491,faa30085-5618-4a24-adf1-ddeaaeb887d0,community_07,James,Bello,male,1971-01-28,87382026272.0,8090752353,https://www.commcarehq.org/photos/farmer_491.jpg,1,crop_farming,11,owned,1,rain-fed,---,maize groundnuts rice,2.3,1.0,1.6,---,---,---,10.5007591 7.3719986 0.0 20.0,yes,7154c84b-4294-480b-8101-6a7c83a30c59,2026-04-14 00:05:00,2026-04-14,tester_07,2026-04-14 00:05:19,https://www.commcarehq.org/form/faa30085-5618-4a24-adf1-ddeaaeb887d0,tester_07,True,55,5.0,10.5007591,7.3719986
492,b8644c30-920b-4716-9dac-1ecdbeda8f0f,community_03,Blessing,Yakubu,male,2001-10-29,,8027914374,https://www.commcarehq.org/photos/farmer_492.jpg,5,mixed_farming,4,family_land,2,river_stream,---,rice,---,---,2.9,---,---,---,10.323507 7.2461153 0.0 20.0,yes,eb32ca5a-7873-42d2-b50a-c5b2bd2d5fa8,2026-04-08 00:04:00,2026-04-08,tester_03,2026-04-08 00:04:14,https://www.commcarehq.org/form/b8644c30-920b-4716-9dac-1ecdbeda8f0f,tester_03,True,24,4.0,10.323507,7.2461153
493,29d77aae-352e-4bcb-a711-cc545b0cb8d5,community_02,Esther,Adeyemi,female,1981-04-10,14916585311.0,8015303822,https://www.commcarehq.org/photos/farmer_493.jpg,8,crop_farming,23,owned,1,rain-fed,---,maize rice,---,3.8,3.2,---,---,---,10.3791304 7.3800556 0.0 20.0,yes,ad5e549e-5f2c-48bb-91de-ab608e95a710,2026-01-23 00:05:00,2026-01-23,tester_02,2026-01-23 00:05:11,https://www.commcarehq.org/form/29d77aae-352e-4bcb-a711-cc545b0cb8d5,tester_02,True,45,5.0,10.3791304,7.3800556
494,a55be18d-e663-46a1-ab0c-2afeae76276f,community_03,Daniel,Usman,female,2003-06-21,58293745808.0,8032153241,https://www.commcarehq.org/photos/farmer_494.jpg,6,mixed_farming,3,owned,3,rain-fed,---,rice,---,---,1.8,rabbits,---,25,10.3399058 7.2646048 0.0 20.0,yes,bfebc4a1-b2b9-4013-9fb4-16784dfb5a94,2026-04-16 00:07:00,2026-04-16,tester_03,2026-04-16 00:07:11,https://www.commcarehq.org/form/a55be18d-e663-46a1-ab0c-2afeae76276f,tester_03,True,23,7.0,10.3399058,7.2646048
495,32bb2c3a-1a01-4fba-8c7a-ce536609624c,community_03,Peter,Bello,female,1977-08-30,,8087632629,https://www.commcarehq.org/photos/farmer_495.jpg,5,crop_farming,8,owned,2,borehole,---,rice groundnuts,1.5,---,3.7,---,---,---,10.2969832 7.4822749 0.0 20.0,yes,1b204786-516b-4a10-9ac1-8fe4bc6387a8,2026-03-12 00:06:00,2026-03-12,tester_03,2026-03-12 00:06:19,https://www.commcarehq.org/form/32bb2c3a-1a01-4fba-8c7a-ce536609624c,tester_03,True,48,6.0,10.2969832,7.4822749
496,043334a6-15be-468e-b5e1-3f394fa0bdb4,community_02,Blessing,Michael,male,1995-10-13,,8086125517,https://www.commcarehq.org/photos/farmer_496.jpg,8,mixed_farming,9,family_land,3,dam_reservoir,---,groundnuts,0.9,---,---,---,---,---,10.5040995 7.3782172 0.0 20.0,yes,6e3ea913-b623-4425-8dc3-c9fad97df9fa,2026-02-14 00:02:00,2026-02-14,tester_02,2026-02-14 00:02:20,https://www.commcarehq.org/form/043334a6-15be-468e-b5e1-3f394fa0bdb4,tester_02,True,30,2.0,10.5040995,7.3782172
497,b36ac22f-77e9-4021-8fba-69719128964d,community_06,Ruth,Johnson,male,1971-04-08,59017596537.0,8038170035,https://www.commcarehq.org/photos/farmer_497.jpg,10,mixed_farming,2,owned,3,rain-fed,---,groundnuts,2.3,---,---,---,---,---,10.5457277 7.411506 0.0 20.0,yes,84984422-e0bb-45d9-848b-b90593c29670,2026-02-18 00:04:00,2026-02-18,tester_06,2026-02-18 00:04:15,https://www.commcarehq.org/form/b36ac22f-77e9-4021-8fba-69719128964d,tester_06,True,55,4.0,10.5457277,7.411506
498,bcf0b17c-7471-47ac-8672-6d4a3a3d200f,community_05,Joy,Ibrahim,female,1980-06-02,,8069232233,https://www.commcarehq.org/photos/farmer_498.jpg,10,crop_farming,6,owned,6,borehole,---,groundnuts,1.0,---,---,rabbits,---,28,10.2831649 7.2431126 0.0 20.0,yes,a9001559-6926-4f90-8abf-467163c12704,2026-06-19 00:05:00,2026-06-19,tester_05,2026-06-19 00:05:18,https://www.commcarehq.org/form/bcf0b17c-7471-47ac-8672-6d4a3a3d200f,tester_05,True,46,5.0,10.2831649,7.2431126
